Time,timefit,Condition,Gate,TOF,Extinction,Green,logGreen
T0,0,Low -,R5,2081,2628,428.00,6.059123196
T0,0,Low -,R5,1704,1679,87.30,4.469350463
T0,0,Low -,R5,2162,2742,540.00,6.29156914
T0,0,Low -,R5,1965,2136,75.30,4.321480135
T0,0,Low -,R5,2045,2218,375.00,5.926926026
T0,0,Low -,R5,1307,1637,44.90,3.804437795
T0,0,Low -,R5,2254,3109,360.00,5.886104031
T0,0,Low -,R5,1935,2511,311.00,5.739792912
T0,0,Low -,R5,2248,1952,169.00,5.129898715
T0,0,Low -,R5,2344,2898,556.00,6.320768294
T0,0,Low -,R5,2144,2970,516.00,6.246106765
T0,0,Low -,R5,2196,2471,335.00,5.814130532
T0,0,Low -,R5,2232,3226,382.00,5.945420609
T0,0,Low -,R5,2129,2446,321.00,5.771441123
T0,0,Low -,R5,1536,2057,459.00,6.12905021
T0,0,Low -,R5,2638,3183,349.00,5.855071922
T0,0,Low -,R5,1964,2098,383.00,5.948034989
T0,0,Low -,R5,2079,2334,275.00,5.616771098
T0,0,Low -,R5,2442,3188,237.00,5.468060141
T0,0,Low -,R5,2486,3338,478.00,6.169610732
T0,0,Low -,R5,1984,2914,370.00,5.913503006
T0,0,Low -,R5,2350,2635,527.00,6.267200549
T0,0,Low -,R5,2204,2780,164.00,5.099866428
T0,0,Low -,R5,2635,2808,605.00,6.405228458
T0,0,Low -,R5,2525,3168,266.00,5.583496309
T0,0,Low -,R5,2368,2922,506.00,6.226536669
T0,0,Low -,R5,1941,2514,282.00,5.641907071
T0,0,Low -,R5,2237,2349,388.00,5.96100534
T0,0,Low -,R5,2288,2267,384.00,5.950642553
T0,0,Low -,R5,2059,3149,310.00,5.736572297
T0,0,Low -,R5,1494,2285,187.00,5.231108617
T0,0,Low -,R5,2125,2239,437.00,6.079933195
T0,0,Low -,R5,1978,2615,468.00,6.148468296
T0,0,Low -,R5,2482,2515,493.00,6.200509174
T0,0,Low -,R5,1960,1977,179.00,5.187385806
T0,0,Low -,R5,2453,2673,534.00,6.280395839
T0,0,Low -,R5,1675,1756,387.00,5.958424693
T0,0,Low -,R5,2379,2938,526.00,6.265301213
T0,0,Low -,R5,1733,2651,287.00,5.659482216
T0,0,Low -,R5,1779,2298,218.00,5.384495063
T0,0,Low -,R5,2668,3173,300.00,5.703782475
T0,0,Low -,R5,1708,2688,183.00,5.209486153
T0,0,Low -,R5,1606,2010,438.00,6.08221891
T0,0,Low -,R5,1833,2337,511.00,6.23636959
T0,0,Low -,R5,2396,2360,393.00,5.973809612
T0,0,Low -,R5,1748,2411,221.00,5.398162702
T0,0,Low -,R5,1479,2140,451.00,6.11146734
T0,0,Low -,R5,1476,2177,408.00,6.011267174
T0,0,Low -,R5,2470,2998,489.00,6.192362489
T0,0,Low -,R5,1560,1562,136.00,4.912654886
T0,0,Low -,R5,2247,2622,337.00,5.82008293
T0,0,Low -,R5,1941,2293,222.00,5.402677382
T0,0,Low -,R5,2142,2386,219.00,5.38907173
T0,0,Low -,R5,2055,3004,317.00,5.758901774
T0,0,Low -,R5,2057,1442,488.00,6.190315406
T0,0,Low -,R5,2354,3277,537.00,6.285998095
T0,0,Low -,R5,1680,2106,228.00,5.429345629
T0,0,Low -,R5,2344,2821,512.00,6.238324625
T0,0,Low -,R5,2162,2628,508.00,6.230481448
T0,0,Low -,R5,2573,2826,612.00,6.416732283
T0,0,Low -,R5,1946,2329,547.00,6.304448802
T0,0,Low -,R5,1700,1183,154.00,5.036952602
T0,0,Low -,R5,1377,2344,409.00,6.013715156
T0,0,Low -,R5,1589,2052,195.00,5.272999559
T0,0,Low -,R5,1705,2029,155.00,5.043425117
T0,0,Low -,R5,1837,2718,71.60,4.271095074
T0,0,Low -,R5,2312,2741,443.00,6.09356977
T0,0,Low -,R5,2623,2913,345.00,5.843544417
T0,0,Low -,R5,2167,2798,285.00,5.65248918
T0,0,Low -,R5,2264,3356,87.70,4.473921899
T0,0,Low -,R5,2750,3507,271.00,5.602118821
T0,0,Low -,R5,1893,2427,500.00,6.214608098
T0,0,Low -,R5,1967,2316,61.10,4.112511866
T0,0,Low -,R5,1949,2682,303.00,5.713732806
T0,0,Low -,R5,2217,3119,360.00,5.886104031
T0,0,Low -,R5,2281,3050,240.00,5.480638923
T0,0,Low -,R5,2172,2710,561.00,6.329720906
T0,0,Low -,R5,2422,2611,502.00,6.21860012
T0,0,Low -,R5,2127,2702,441.00,6.089044875
T0,0,Low -,R5,1384,1630,469.00,6.150602768
T0,0,Low -,R5,2048,2667,484.00,6.182084907
T0,0,Low -,R5,2358,2716,512.00,6.238324625
T0,0,Low -,R5,2389,2976,465.00,6.142037406
T0,0,Low -,R5,1880,2377,271.00,5.602118821
T0,0,Low -,R5,2481,2179,576.00,6.356107661
T0,0,Low -,R5,2020,2310,514.00,6.242223265
T0,0,Low -,R5,1764,2790,107.00,4.672828834
T0,0,Low -,R5,1878,2092,191.00,5.252273428
T0,0,Low -,R5,1977,1852,94.60,4.549657476
T0,0,Low -,R5,2291,3085,85.60,4.449685283
T0,0,Low -,R5,1486,2177,489.00,6.192362489
T0,0,Low -,R5,2027,2075,384.00,5.950642553
T0,0,Low -,R5,1997,2737,496.00,6.206575927
T0,0,Low -,R5,1972,2633,359.00,5.883322388
T0,0,Low -,R5,1701,2689,241.00,5.484796933
T0,0,Low -,R5,1813,2317,403.00,5.998936562
T0,0,Low -,R5,1915,1682,113.00,4.727387819
T0,0,Low +,R5,1829,1772,413.00,6.023447593
T0,0,Low +,R5,2292,3193,509.00,6.232448017
T0,0,Low +,R5,1622,1717,83.70,4.427238977
T0,0,Low +,R5,1631,2200,208.00,5.33753808
T0,0,Low +,R5,2069,1890,430.00,6.063785209
T0,0,Low +,R5,2390,2222,123.00,4.812184355
T0,0,Low +,R5,2132,2105,486.00,6.186208624
T0,0,Low +,R5,2158,2607,394.00,5.976350909
T0,0,Low +,R5,2204,2744,215.00,5.370638028
T0,0,Low +,R5,1338,1454,120.00,4.787491743
T0,0,Low +,R5,2135,2400,215.00,5.370638028
T0,0,Low +,R5,2010,2141,472.00,6.156978986
T0,0,Low +,R5,1698,1940,229.00,5.433722004
T0,0,Low +,R5,2231,2403,338.00,5.823045895
T0,0,Low +,R5,2531,2904,591.00,6.381816017
T0,0,Low +,R5,2402,2606,251.00,5.525452939
T0,0,Low +,R5,2216,2621,73.80,4.301358732
T0,0,Low +,R5,1551,2105,351.00,5.860786223
T0,0,Low +,R5,2012,2533,524.00,6.261491684
T0,0,Low +,R5,1309,2097,428.00,6.059123196
T0,0,Low +,R5,1780,2693,365.00,5.899897354
T0,0,Low +,R5,1877,2495,472.00,6.156978986
T0,0,Low +,R5,2325,2695,239.00,5.476463552
T0,0,Low +,R5,2490,2975,347.00,5.84932478
T0,0,Low +,R5,1741,2441,444.00,6.095824562
T0,0,Low +,R5,2186,3501,421.00,6.042632834
T0,0,Low +,R5,1641,2477,109.00,4.691347882
T0,0,Low +,R5,2592,2465,428.00,6.059123196
T0,0,Low +,R5,1895,2082,127.00,4.844187086
T0,0,Low +,R5,2040,2720,343.00,5.837730447
T0,0,Low +,R5,1904,2287,504.00,6.222576268
T0,0,Low +,R5,2138,2755,477.00,6.167516491
T0,0,Low +,R5,2350,2829,440.00,6.086774727
T0,0,Low +,R5,2324,2656,173.00,5.153291594
T0,0,Low +,R5,2071,2213,418.00,6.035481433
T0,0,Low +,R5,2363,2794,340.00,5.828945618
T0,0,Low +,R5,1937,2433,410.00,6.01615716
T0,0,Low +,R5,2606,3003,547.00,6.304448802
T0,0,Low +,R5,2236,2497,498.00,6.210600077
T0,0,Low +,R5,1900,1649,395.00,5.978885765
T0,0,Low +,R5,2086,2245,221.00,5.398162702
T0,0,Low +,R5,2478,3205,569.00,6.343880434
T0,0,Low +,R5,2110,3275,405.00,6.003887067
T0,0,Low +,R5,2086,2935,339.00,5.826000107
T0,0,Low +,R5,2217,2491,375.00,5.926926026
T0,0,Low +,R5,1931,2477,70.70,4.258445573
T0,0,Low +,R5,2363,3198,96.30,4.567468319
T0,0,Low +,R5,2256,2818,327.00,5.789960171
T0,0,Low +,R5,2148,2560,544.00,6.298949247
T0,0,Low +,R5,1571,1655,83.20,4.421247348
T0,0,Low +,R5,2016,3481,366.00,5.902633333
T0,0,Low +,R5,2083,2540,418.00,6.035481433
T0,0,Low +,R5,2140,2568,520.00,6.253828812
T0,0,Low +,R5,1581,1762,67.70,4.21508618
T0,0,Low +,R5,2004,2240,162.00,5.087596335
T0,0,Low +,R5,1582,2399,105.00,4.65396035
T0,0,Low +,R5,1803,1361,422.00,6.045005314
T0,0,Low +,R5,2351,3321,383.00,5.948034989
T0,0,Low +,R5,1636,1418,197.00,5.283203729
T0,0,Low +,R5,1623,2281,372.00,5.918893854
T0,0,Low +,R5,2044,2165,426.00,6.054439346
T0,0,Low +,R5,1649,2282,71.00,4.262679877
T0,0,Low +,R5,2261,2530,423.00,6.047372179
T0,0,Low +,R5,2553,3189,416.00,6.03068526
T0,0,Low +,R5,1706,2402,461.00,6.133398043
T0,0,Low +,R5,1763,2396,442.00,6.091309882
T0,0,Low +,R5,1932,2932,520.00,6.253828812
T0,0,Low +,R5,2298,2903,146.00,4.983606622
T0,0,Low +,R5,2307,2555,372.00,5.918893854
T0,0,Low +,R5,1878,2531,445.00,6.098074282
T0,0,Low +,R5,1814,2361,369.00,5.910796644
T0,0,Low +,R5,1989,2536,501.00,6.216606101
T0,0,Low +,R5,2293,3027,261.00,5.564520407
T0,0,Low +,R5,1562,986,300.00,5.703782475
T0,0,Low +,R5,2254,2233,363.00,5.894402834
T0,0,Low +,R5,2330,2722,291.00,5.673323267
T0,0,Low +,R5,1521,2094,341.00,5.831882477
T0,0,Low +,R5,1706,1432,431.00,6.06610809
T0,0,Low +,R5,2151,2636,332.00,5.805134969
T0,0,Low +,R5,2116,2708,219.00,5.38907173
T0,0,Low +,R5,1525,2393,347.00,5.84932478
T0,0,Low +,R5,2142,2725,160.00,5.075173815
T0,0,Low +,R5,2334,2330,101.00,4.615120517
T0,0,Low +,R5,1308,2297,400.00,5.991464547
T0,0,Low +,R5,2105,2714,285.00,5.65248918
T0,0,Low +,R5,2344,2618,375.00,5.926926026
T0,0,Low +,R5,2256,2472,507.00,6.228511004
T0,0,Low +,R5,2075,2411,431.00,6.06610809
T0,0,Low +,R5,2151,2411,464.00,6.139884552
T0,0,Low +,R5,2442,2625,561.00,6.329720906
T0,0,Low +,R5,2181,2435,454.00,6.118097198
T0,0,Low +,R5,2591,2951,171.00,5.141663557
T0,0,Low +,R5,2156,2921,557.00,6.32256524
T0,0,Low +,R5,2337,2768,471.00,6.154858094
T0,0,Low +,R5,2379,3094,134.00,4.8978398
T0,0,Low +,R5,1369,1957,283.00,5.645446898
T0,0,Low +,R5,2802,2786,284.00,5.648974238
T0,0,Low +,R5,2250,2966,417.00,6.033086222
T0,0,Low +,R5,1439,2017,50.80,3.927896355
T0,0,Low +,R5,1967,2389,215.00,5.370638028
T0,0,Low +,R5,1943,3146,460.00,6.131226489
T0,0,Low +,R5,1883,2374,214.00,5.365976015
T0,0,Low +,R5,1847,2022,350.00,5.857933154
T0,0,Low +,R5,2417,3320,542.00,6.295266001
T0,0,Low +,R5,1996,2085,484.00,6.182084907
T0,0,Low +,R5,2275,3192,336.00,5.81711116
T0,0,Low +,R5,1853,2529,388.00,5.96100534
T0,0,Low +,R5,1843,2755,378.00,5.934894196
T0,0,Low +,R5,2166,3195,347.00,5.84932478
T0,0,Low +,R5,2352,2945,356.00,5.874930731
T0,0,Low +,R5,1631,2486,331.00,5.802118375
T0,0,Low +,R5,2068,2945,428.00,6.059123196
T0,0,Low +,R5,2492,3141,572.00,6.349138991
T0,0,Low +,R5,1930,2483,214.00,5.365976015
T0,0,Low +,R5,2330,3331,565.00,6.336825731
T0,0,Low +,R5,1819,2146,200.00,5.298317367
T0,0,Low +,R5,1727,2167,465.00,6.142037406
T0,0,Low +,R5,2205,2159,460.00,6.131226489
T0,0,Low +,R5,2300,2984,307.00,5.726847748
T0,0,Low +,R5,1878,2505,317.00,5.758901774
T0,0,Low +,R5,2651,3823,185.00,5.220355825
T0,0,Low +,R5,1812,2700,201.00,5.303304908
T0,0,Low +,R5,2121,2998,561.00,6.329720906
T0,0,Low +,R5,2036,2321,362.00,5.891644212
T0,0,Low +,R5,1667,1982,420.00,6.040254711
T0,0,Low +,R5,2624,3342,532.00,6.276643489
T0,0,Low +,R5,1769,2189,319.00,5.765191103
T0,0,Low +,R5,1807,2323,264.00,5.575949103
T0,0,Low +,R5,2065,2500,479.00,6.171700597
T0,0,Low +,R5,1562,2355,152.00,5.023880521
T0,0,Low +,R5,1538,2160,469.00,6.150602768
T0,0,Low +,R5,1647,2401,497.00,6.208590026
T0,0,Low +,R5,2488,3104,601.00,6.398594935
T0,0,Low +,R5,1993,2720,410.00,6.01615716
T0,0,Low +,R5,1682,2220,438.00,6.08221891
T0,0,Low +,R5,2003,2878,264.00,5.575949103
T0,0,Low +,R5,2269,2940,310.00,5.736572297
T0,0,Low +,R5,2327,3008,373.00,5.92157842
T0,0,Low +,R5,2137,2524,226.00,5.420534999
T0,0,Low +,R5,1636,1928,318.00,5.762051383
T0,0,Low +,R5,2298,2916,372.00,5.918893854
T0,0,Low +,R5,2460,3294,155.00,5.043425117
T0,0,Low +,R5,1960,2541,316.00,5.755742214
T0,0,Low +,R5,2812,2988,261.00,5.564520407
T0,0,Low +,R5,1952,2425,317.00,5.758901774
T0,0,Low +,R5,2157,3213,313.00,5.746203191
T0,0,Low +,R5,2708,2979,104.00,4.644390899
T0,0,Low +,R5,1838,1401,424.00,6.049733455
T0,0,Low +,R5,2061,2986,510.00,6.234410726
T0,0,Low +,R5,2059,2780,233.00,5.451038454
T0,0,Low +,R5,2400,2497,373.00,5.92157842
T0,0,Low +,R5,1680,2193,194.00,5.267858159
T0,0,Low +,R5,1791,2096,370.00,5.913503006
T0,0,Low +,R5,1944,2686,543.00,6.29710932
T0,0,Low +,R5,1768,2480,456.00,6.12249281
T0,0,Low +,R5,2023,2755,490.00,6.194405391
T0,0,Low +,R5,1629,2318,486.00,6.186208624
T0,0,Low +,R5,2126,2180,427.00,6.056784013
T0,0,Low +,R5,2331,2787,138.00,4.927253685
T0,0,Low +,R5,2134,2581,333.00,5.80814249
T0,0,Low +,R5,1870,2604,522.00,6.257667588
T0,0,Low +,R5,2553,2943,97.00,4.574710979
T0,0,Low +,R5,2167,2361,542.00,6.295266001
T0,0,Low +,R5,2294,2739,458.00,6.126869184
T0,0,Low +,R5,1849,2142,524.00,6.261491684
T0,0,Low +,R5,2227,2933,456.00,6.12249281
T0,0,Low +,R5,2186,2815,243.00,5.493061443
T0,0,Low +,R5,2450,3123,129.00,4.859812404
T0,0,Low +,R5,1611,2426,490.00,6.194405391
T0,0,Low +,R5,2093,2953,56.90,4.041295341
T0,0,Low +,R5,2768,3747,576.00,6.356107661
T0,0,Low +,R5,1791,2016,253.00,5.533389489
T0,0,Low +,R5,1895,3132,528.00,6.269096284
T0,0,Low +,R5,2586,2952,461.00,6.133398043
T0,0,Low +,R5,1784,2559,333.00,5.80814249
T0,0,Low +,R5,2245,3070,76.70,4.339901708
T0,0,Low +,R5,2207,2806,231.00,5.442417711
T0,0,Low +,R5,1719,2581,462.00,6.135564891
T0,0,Low +,R5,2029,1850,497.00,6.208590026
T0,0,Low +,R5,2140,2589,538.00,6.28785856
T0,0,Low +,R5,1872,2656,504.00,6.222576268
T0,0,Low +,R5,2350,2376,272.00,5.605802066
T0,0,Low +,R5,2516,2783,549.00,6.308098442
T0,0,Low +,R5,2307,2364,254.00,5.537334267
T0,0,Low +,R5,2122,2721,167.00,5.117993812
T0,0,Low +,R5,2319,3298,588.00,6.376726948
T0,0,Low +,R5,2085,2671,416.00,6.03068526
T0,0,Low +,R5,2231,2635,363.00,5.894402834
T0,0,Low +,R5,1484,2184,65.80,4.186619838
T0,0,Low +,R5,2213,2987,337.00,5.82008293
T0,0,Low +,R5,2687,3626,417.00,6.033086222
T0,0,Low +,R5,2073,2568,165.00,5.105945474
T0,0,Low +,R5,1495,2070,393.00,5.973809612
T0,0,Low +,R5,2564,3572,537.00,6.285998095
T0,0,Low +,R5,2184,2434,522.00,6.257667588
T0,0,Low +,R5,1938,3156,436.00,6.077642243
T0,0,Low +,R5,2058,2497,322.00,5.774551546
T0,0,Low +,R5,1756,2536,132.00,4.882801923
T24,24,High -,R4,1863,2189,3098.00,8.038512021
T24,24,High -,R4,1822,1984,3404.00,8.13270649
T24,24,High -,R4,1502,2036,2757.00,7.921898411
T24,24,High -,R4,1514,2049,2451.00,7.804251384
T24,24,High -,R5,1699,2255,49.90,3.910021003
T24,24,High -,R4,1748,1942,2712.00,7.905441649
T24,24,High -,R5,2285,3332,75.60,4.325456283
T24,24,High -,R5,2257,2681,65.50,4.182050143
T24,24,High -,R4,1352,1781,2404.00,7.784889296
T24,24,High -,R5,2202,2644,78.50,4.363098625
T24,24,High -,R5,2383,3097,80.50,4.388257184
T24,24,High -,R4,2141,2667,3433.00,8.141189793
T24,24,High -,R4,2078,2337,2050.00,7.625595072
T24,24,High -,R4,1743,2045,2332.00,7.754481547
T24,24,High -,R5,1524,2118,82.10,4.407938016
T24,24,High -,R3,2513,1912,37.30,3.618993327
T24,24,High -,R3,2339,1981,39.90,3.686376324
T24,24,High -,R4,1839,2182,2507.00,7.826842098
T24,24,High -,R4,1918,2571,3244.00,8.084562415
T24,24,High -,R3,2264,2225,44.30,3.790984677
T24,24,High -,R3,2618,2177,54.70,4.001863709
T24,24,High -,R4,1961,2642,3214.00,8.075271546
T24,24,High -,R5,1821,2666,86.80,4.463606622
T24,24,High -,R5,2412,3033,93.40,4.536891345
T24,24,High -,R4,1410,1840,2333.00,7.754910272
T24,24,High -,R4,1533,1977,2708.00,7.903965634
T24,24,High -,R3,2254,2523,52.70,3.964615456
T24,24,High -,R5,1795,2021,89.30,4.492001488
T24,24,High -,R5,2409,3190,81.90,4.405498991
T24,24,High -,R5,2225,2707,56.60,4.036008985
T24,24,High -,R5,1943,2570,114.00,4.736198448
T24,24,High -,R5,2465,2551,57.80,4.056988776
T24,24,High -,R4,1857,2269,2108.00,7.65349491
T24,24,High -,R4,1462,1600,2332.00,7.754481547
T24,24,High -,R4,1902,2247,2582.00,7.856319571
T24,24,High -,R5,1372,2165,59.80,4.091005661
T24,24,High -,R3,2276,2008,37.40,3.621670704
T24,24,High -,R5,2329,2692,59.20,4.080921542
T24,24,High -,R4,1815,2124,2713.00,7.905810313
T24,24,High -,R5,2414,2969,67.20,4.207673248
T24,24,High -,R5,2208,2684,59.00,4.077537444
T24,24,High -,R4,2598,2506,4269.00,8.359134887
T24,24,High -,R5,1930,3068,91.60,4.517431272
T24,24,High -,R4,1930,2568,3342.00,8.114324709
T24,24,High -,R4,1701,2331,2642.00,7.879291485
T24,24,High -,R5,1975,2984,102.00,4.624972813
T24,24,High -,R4,1353,1466,2293.00,7.737616283
T24,24,High -,R5,2613,3488,106.00,4.663439094
T24,24,High -,R4,1946,2463,2133.00,7.665284718
T24,24,High -,R5,2081,2337,528.00,6.269096284
T24,24,High -,R5,2224,2812,75.20,4.320151231
T24,24,High -,R4,1554,2148,1879.00,7.538494999
T24,24,High -,R5,1832,2254,48.40,3.879499814
T24,24,High -,R5,2087,2753,62.10,4.128745989
T24,24,High -,R4,1884,2099,3233.00,8.081165778
T24,24,High -,R5,2254,2554,66.40,4.195697056
T24,24,High -,R4,2159,2422,2256.00,7.721348613
T24,24,High -,R4,2070,2376,3525.00,8.167635715
T24,24,High -,R4,1501,1723,2013.00,7.607381426
T24,24,High -,R5,2317,2780,66.30,4.194189897
T24,24,High -,R4,1800,2429,3460.00,8.149023868
T24,24,High -,R4,1800,2292,2664.00,7.887584032
T24,24,High -,R5,1513,1840,49.00,3.891820298
T24,24,High -,R5,2002,2872,72.50,4.283586562
T24,24,High -,R5,1438,2029,74.10,4.305415532
T24,24,High -,R5,2341,3188,91.60,4.517431272
T24,24,High -,R4,2191,2864,3917.00,8.273081334
T24,24,High -,R4,2104,2418,2148.00,7.672292456
T24,24,High -,R4,2400,2677,1837.00,7.515889085
T24,24,High -,R4,1758,2189,2242.00,7.715123604
T24,24,High -,R4,1596,1977,3167.00,8.060540047
T24,24,High -,R4,1991,2322,3515.00,8.164794804
T24,24,High -,R5,1850,2250,73.40,4.295923936
T24,24,High -,R5,2281,2800,71.40,4.268297869
T24,24,High -,R4,1814,2183,3206.00,8.072779333
T24,24,High -,R4,1925,1858,3160.00,8.058327307
T24,24,High -,R4,1636,2066,2831.00,7.948385285
T24,24,High -,R5,2078,3032,116.00,4.753590191
T24,24,High -,R4,2098,1179,1818.00,7.505492275
T24,24,High -,R4,1936,2361,3250.00,8.086410275
T24,24,High -,R5,2284,2667,74.50,4.310799125
T24,24,High -,R3,2873,2237,41.60,3.728100167
T24,24,High -,R5,1335,1928,51.90,3.94931879
T24,24,High -,R4,1617,2205,1461.00,7.286876412
T24,24,High -,R5,2334,2319,75.70,4.32677816
T24,24,High -,R5,2613,3372,83.00,4.418840608
T24,24,High -,R4,2138,2736,1556.00,7.349873705
T24,24,High -,R5,1581,2359,270.00,5.598421959
T24,24,High -,R3,2286,2452,52.70,3.964615456
T24,24,High -,R4,1619,2016,3094.00,8.037220031
T24,24,High -,R4,2183,2926,3856.00,8.257385656
T24,24,High -,R5,2260,2596,56.80,4.039536326
T24,24,High -,R4,1733,2257,2340.00,7.757906208
T24,24,High -,R5,2024,2088,81.10,4.395682961
T24,24,High -,R4,2391,3167,3862.00,8.258940463
T24,24,High -,R4,1668,1677,3103.00,8.040124664
T24,24,High -,R4,2185,2215,3395.00,8.13005904
T24,24,High -,R5,2368,2693,186.00,5.225746674
T24,24,High -,R4,1462,1967,2801.00,7.937731775
T24,24,High -,R5,2029,2318,66.30,4.194189897
T24,24,High -,R4,2139,2554,2755.00,7.921172722
T24,24,High -,R5,2380,2866,55.70,4.019980147
T24,24,High -,R4,2023,2748,3131.00,8.049107721
T24,24,High -,R4,1710,1600,2796.00,7.935945103
T24,24,High -,R4,2212,2869,3381.00,8.125926803
T24,24,High -,R3,2213,2167,45.00,3.80666249
T24,24,High -,R5,2163,2888,65.40,4.180522258
T24,24,High -,R4,1437,997,2522.00,7.832807517
T24,24,High -,R4,1981,2519,3117.00,8.04462628
T24,24,High -,R4,2415,2912,1866.00,7.531552381
T24,24,High -,R4,2390,2490,4139.00,8.328209492
T24,24,High -,R5,1449,2300,76.20,4.333361463
T24,24,High -,R4,1948,2139,1690.00,7.432483808
T24,24,High -,R5,2841,2798,65.40,4.180522258
T24,24,High -,R4,1453,2152,2781.00,7.930565854
T24,24,High -,R4,1342,1509,2247.00,7.717351272
T24,24,High -,R5,2103,2747,67.00,4.204692619
T24,24,High -,R5,1617,2458,63.20,4.146304301
T24,24,High -,R4,2107,2364,2998.00,8.005700679
T24,24,High -,R4,1782,2412,3169.00,8.06117136
T24,24,High -,R4,1435,1509,2623.00,7.87207398
T24,24,High -,R5,1925,2710,86.30,4.457829598
T24,24,High -,R5,1738,2075,51.10,3.933784497
T24,24,High -,R5,2175,2895,63.50,4.151039906
T24,24,High -,R5,2347,3217,70.50,4.25561271
T24,24,High -,R4,1832,2340,2964.00,7.994294986
T24,24,High +,R2,2258,2836,633.00,6.450470422
T24,24,High +,R4,1552,2018,2790.00,7.933796875
T24,24,High +,R2,2296,3047,668.00,6.504288174
T24,24,High +,R4,1399,1653,2456.00,7.806289289
T24,24,High +,R2,2201,2533,618.00,6.426488457
T24,24,High +,R4,2294,2467,2228.00,7.708859601
T24,24,High +,R4,2317,2725,2923.00,7.980365765
T24,24,High +,R4,1623,1494,2840.00,7.951559331
T24,24,High +,R4,1513,1826,2556.00,7.846198815
T24,24,High +,R4,2303,2878,1100.00,7.003065459
T24,24,High +,R5,2264,2931,137.00,4.919980926
T24,24,High +,R5,2351,2373,411.00,6.018593214
T24,24,High +,R4,1677,1899,2968.00,7.995643604
T24,24,High +,R2,2256,2968,933.00,6.838405201
T24,24,High +,R4,1683,2009,2495.00,7.822044008
T24,24,High +,R4,2472,2926,1951.00,7.576097341
T24,24,High +,R4,1730,2366,2732.00,7.912789221
T24,24,High +,R4,1402,1778,2520.00,7.832014181
T24,24,High +,R4,1790,2285,3212.00,8.074649075
T24,24,High +,R4,1882,2036,2869.00,7.961718816
T24,24,High +,R4,1958,2428,1941.00,7.570958583
T24,24,High +,R4,1782,2187,3331.00,8.111027838
T24,24,High +,R4,1870,2063,3162.00,8.058960018
T24,24,High +,R4,1551,1970,2522.00,7.832807517
T24,24,High +,R2,2119,2738,663.00,6.49677499
T24,24,High +,R4,2139,2791,1942.00,7.571473649
T24,24,High +,R2,1384,1937,462.00,6.135564891
T24,24,High +,R4,1878,2629,3383.00,8.126518169
T24,24,High +,R5,2366,2338,431.00,6.06610809
T24,24,High +,R4,2000,1854,3398.00,8.130942302
T24,24,High +,R4,1691,1824,952.00,6.858565035
T24,24,High +,R4,1763,2188,3284.00,8.096817471
T24,24,High +,R4,1818,2189,3345.00,8.115221973
T24,24,High +,R4,2031,2518,2632.00,7.875499292
T24,24,High +,R2,2188,2845,893.00,6.794586581
T24,24,High +,R4,1697,2040,2708.00,7.903965634
T24,24,High +,R4,1479,2076,2936.00,7.98480339
T24,24,High +,R5,2575,2647,235.00,5.459585514
T24,24,High +,R5,2161,3097,160.00,5.075173815
T24,24,High +,R4,2138,2580,3384.00,8.126813721
T24,24,High +,R4,2370,2564,1226.00,7.111512116
T24,24,High +,R4,1841,1967,3350.00,8.116715625
T24,24,High +,R4,1914,2377,3358.00,8.119100838
T24,24,High +,R4,1494,2077,2375.00,7.772752716
T24,24,High +,R4,1743,2120,2600.00,7.863266724
T24,24,High +,R4,1422,2189,1805.00,7.498315871
T24,24,High +,R4,1961,2440,3229.00,8.079927771
T24,24,High +,R4,2128,2211,3314.00,8.105911198
T24,24,High +,R5,2522,2680,511.00,6.23636959
T24,24,High +,R4,2183,2821,1009.00,6.91671502
T24,24,High +,R4,1731,2237,2627.00,7.87359779
T24,24,High +,R4,1332,1489,2660.00,7.886081402
T24,24,High +,R4,2110,2428,2300.00,7.740664402
T24,24,High +,R4,1911,2240,3348.00,8.116118432
T24,24,High +,R5,2028,2851,501.00,6.216606101
T24,24,High +,R4,2121,2303,4198.00,8.3423635
T24,24,High +,R4,1851,2629,2057.00,7.62900389
T24,24,High +,R4,1811,2700,3595.00,8.18729927
T24,24,High +,R4,1881,2094,2965.00,7.994632311
T24,24,High +,R4,2810,3469,3671.00,8.208219383
T24,24,High +,R4,2101,2379,3918.00,8.273336599
T24,24,High +,R4,1557,1950,2176.00,7.685243608
T24,24,High +,R4,1677,1968,2800.00,7.937374696
T24,24,High +,R2,1795,2179,899.00,6.801283034
T24,24,High +,R2,2302,2941,622.00,6.432940093
T24,24,High +,R2,1400,1915,635.00,6.453624999
T24,24,High +,R4,1519,1714,1456.00,7.283448229
T24,24,High +,R4,2282,2210,2868.00,7.961370202
T24,24,High +,R4,1389,1444,2228.00,7.708859601
T24,24,High +,R4,2347,3181,1056.00,6.962243464
T24,24,High +,R4,1971,2212,3350.00,8.116715625
T24,24,High +,R4,1515,1821,2016.00,7.608870629
T24,24,High +,R4,1834,1609,1892.00,7.54538975
T24,24,High +,R4,1838,2265,3599.00,8.188411308
T24,24,High +,R4,2338,2927,3991.00,8.291797105
T24,24,High +,R5,2757,2713,471.00,6.154858094
T24,24,High +,R4,1849,2049,1375.00,7.22620901
T24,24,High +,R5,2405,2644,252.00,5.529429088
T24,24,High +,R4,1955,2480,3563.00,8.178358166
T24,24,High +,R4,2140,2222,3088.00,8.035278911
